published_date,market,entry_time,exit_time,ticker,direction,shares,entry_price,exit_price,target_price,stop_price,hit_target,hit_stop,pnl,pnl_pct,capital_after,news_event,predicted_move,actual_move,link
2024-12-30 08:00:00+00:00,pre_market,2024-12-30 09:30:00+00:00,2024-12-31 08:00:00+00:00,EVAX,LONG,150,5.300000190734863,5.273500189781189,5.353000192642212,5.273500189781189,False,True,-3.9750001430510995,-0.49687501788138744,9996.024999856949,corporate_action,-0.06602477148422325,-8.018871234718494,https://www.globenewswire.com/news-release/2024/12/30/3002643/0/en/Evaxion-announces-plan-to-implement-ADS-ratio-change.html
2024-12-30 08:00:00+00:00,pre_market,2024-12-30 09:30:00+00:00,2024-12-31 08:00:00+00:00,RAD.AX,LONG,34768,0.023000000044703484,0.02323000004515052,0.02323000004515052,0.022885000044479967,True,False,7.996640015542541,0.999977493010594,10004.021639872492,partnerships,1.1366492725954926,13.043480373510564,https://www.globenewswire.com/news-release/2024/12/30/3002629/0/en/Radiopharm-Announces-Strategic-Co-Development-Partnership-with-Lantheus-for-Australia.html
2024-12-30 09:00:00+00:00,pre_market,2024-12-30 09:30:00+00:00,2024-12-31 09:00:00+00:00,RENB,LONG,872,0.9169999957084656,0.9124149957299232,0.9261699956655502,0.9124149957299232,False,True,-3.9981199812889177,-0.4995640909744019,10000.023519891203,management_changes,-0.1531209497909663,-3.3805908685813777,https://www.globenewswire.com/news-release/2024/12/30/3002711/0/en/Renovaro-Inc-Appoints-Maurice-van-Tilburg-to-Lead-GEDi-Cube-BV.html
2024-12-30 09:00:00+00:00,pre_market,2024-12-30 09:30:00+00:00,2024-12-31 09:00:00+00:00,SCLX,LONG,2051,0.38999998569488525,0.3938999855518341,0.3938999855518341,0.3880499857664108,True,False,7.998899706602056,0.9998601116651524,10008.022419597804,dividend_reports_and_estimates,0.13800166206489103,2.5641078544558447,https://www.globenewswire.com/news-release/2024/12/30/3002700/0/en/Scilex-Holding-Company-Announces-Change-in-Record-Date-for-its-Previously-Announced-Dividend-of-Preferred-Stock-Exchangeable-for-up-to-10-of-Scilex-s-Ownership-Interest-in-Semnur-P.html
2025-01-02 07:00:00+00:00,pre_market,2025-01-02 09:30:00+00:00,2025-01-03 07:00:00+00:00,IMCR,LONG,27,29.5,29.5,29.795,29.3525,False,False,0.0,0.0,10008.022419597804,management_changes,-0.1741297459308459,0.0,https://www.globenewswire.com/news-release/2025/01/02/3003442/0/en/Immunocore-appoints-Travis-Coy-previously-a-Non-Executive-Director-as-its-EVP-Chief-Financial-Officer-and-Head-of-Corporate-Development.html
2025-01-02 09:15:00+00:00,pre_market,2025-01-02 09:30:00+00:00,2025-01-03 09:15:00+00:00,CAPR,SHORT,58,13.800000190734863,13.869000191688537,13.662000188827514,13.869000191688537,False,True,-4.002000055313065,-0.4998490070671093,10004.020419542492,regulatory_filings,-0.5387662960308597,1.5942048115080016,https://www.globenewswire.com/news-release/2025/01/02/3003570/0/en/Capricor-Therapeutics-Completes-Submission-of-Biologics-License-Application-to-the-U-S-FDA-for-Deramiocel-for-the-Treatment-of-Duchenne-Muscular-Dystrophy.html
2025-01-03 08:00:00+00:00,pre_market,2025-01-03 09:30:00+00:00,2025-01-04 08:00:00+00:00,TSHA,LONG,432,1.850000023841858,1.8685000240802765,1.8685000240802765,1.8407500237226486,True,False,7.992000102996826,0.9985985343683353,10012.012419645489,corporate_action,-0.10069388191416243,2.162160072298822,https://www.globenewswire.com/news-release/2025/01/03/3003988/0/en/Taysha-Gene-Therapies-Announces-Inducement-Grant-Under-Nasdaq-Listing-Rule-5635-c-4.html
2025-01-06 01:00:00+00:00,pre_market,2025-01-06 09:30:00+00:00,2025-01-07 01:00:00+00:00,SANN.SW,LONG,55,14.460000038146973,14.604600038528442,14.604600038528442,14.387700037956238,True,False,7.953000020980827,0.9929322507350664,10019.96541966647,licensing_agreements,0.26867471153291783,3.7344395603627367,https://www.globenewswire.com/news-release/2025/01/06/3004317/0/en/Santhera-Enters-into-Supply-and-Distribution-Agreement-for-AGAMREE-Vamorolone-with-Clinigen-Group.html
2025-01-06 01:00:00+00:00,pre_market,2025-01-06 09:30:00+00:00,2025-01-07 01:00:00+00:00,SANN.SW,LONG,55,14.460000038146973,14.604600038528442,14.604600038528442,14.387700037956238,True,False,7.953000020980827,0.9921441451997489,10027.918419687452,business_contracts,1.2226308502755163,3.7344395603627367,https://www.globenewswire.com/news-release/2025/01/06/3004317/0/de/Santhera-geht-Liefer-und-Vertriebsvereinbarung-f%C3%BCr-AGAMREE-Vamorolon-mit-der-Clinigen-Group-ein.html
2025-01-06 03:47:00+00:00,pre_market,2025-01-06 09:30:00+00:00,2025-01-07 03:47:00+00:00,OCS,LONG,45,17.559999465942383,17.735599460601808,17.735599460601808,17.472199468612672,True,False,7.90199975967413,0.9850000056044056,10035.820419447125,clinical_study,0.49620093421661293,3.0751761500601154,https://www.globenewswire.com/news-release/2025/01/06/3004348/0/is/Oculis-tilkynnir-um-j%C3%A1kv%C3%A6%C3%B0ar-ni%C3%B0urst%C3%B6%C3%B0ur-%C3%BAr-fasa-2-ACUITY-ranns%C3%B3knar-%C3%A1-OCS-05-vi%C3%B0-sj%C3%B3ntaugab%C3%B3lgu-a%C3%B0alvi%C3%B0mi%C3%B0i-um-%C3%B6ryggi-n%C3%A1%C3%B0-auk-lykilvi%C3%B0mi%C3%B0a-um-virkni-sem-opnar-%C3%A1-%C3%BEr%C3%B3un-sem-m%C3%B6gulegt.html
2025-01-06 03:47:00+00:00,pre_market,2025-01-06 09:30:00+00:00,2025-01-07 03:47:00+00:00,OCS,LONG,45,17.559999465942383,17.735599460601808,17.735599460601808,17.472199468612672,True,False,7.90199975967413,0.9842244367438387,10043.722419206799,clinical_study,0.4851028219117042,3.0751761500601154,https://www.globenewswire.com/news-release/2025/01/06/3004348/0/en/Oculis-Announces-Positive-OCS-05-Phase-2-ACUITY-Trial-in-Acute-Optic-Neuritis-Met-Primary-Safety-Endpoint-and-Key-Secondary-Efficacy-Endpoints-Opening-Development-Pathways-as-a-Pot.html
